Case,Checking_status,Credit_history,Credit_amount,Saving_status,Employment,Personal_status,Age,Job,Class
979,197.5,44.5,2538,302,127,274.5,47,101.5,0
980,135,25,1264,52,170,46.5,25,314.5,0
981,135,147,8386,302,87.5,274.5,49,314.5,0
982,197.5,265.5,4844,302,31.5,274.5,33,74.5,0
983,32,265.5,2923,52,170,155.5,28,74.5,1
984,137.5,265.5,8229,302,170,274.5,26,314.5,0
985,197.5,147,2028,302,87.5,274.5,30,101.5,1
986,137.5,147,1433,302,170,155.5,25,314.5,1
987,32,20.5,6289,302,86.5,25.5,33,314.5,1
988,197.5,265.5,1409,52,31.5,155.5,64,314.5,1
989,137.5,265.5,6579,302,31.5,274.5,29,74.5,1
990,135,147,1743,302,127,274.5,48,101.5,1
991,197.5,147,3565,92,86.5,274.5,37,101.5,1
992,197.5,25,1569,52,127,274.5,34,101.5,1
993,137.5,265.5,1936,92,87.5,46.5,23,101.5,1
994,137.5,265.5,3959,302,31.5,274.5,30,74.5,1
995,197.5,265.5,2390,92,127,274.5,50,314.5,1
996,197.5,265.5,1736,302,87.5,155.5,31,101.5,1
997,137.5,265.5,3857,302,170,25.5,40,74.5,1
998,197.5,265.5,804,302,127,274.5,38,314.5,1
999,137.5,265.5,1845,302,170,274.5,23,314.5,0
1000,135,147,4576,52,31.5,274.5,27,314.5,1
